X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-118.547081351262,34.2325957591358,3806,Request Completed,11/06/25,Immediate Action,2025/10/23 19:57:00+00,"19036 Nordhoff St, Los Angeles, CA / behind Vanalden Park ","Wilbur Debris Basin at the confluence of Aliso Creek and Limekiln Channel, near the intersection of Nordhoff St and Vanalden Ave",3,SPA 2,Los Angeles - Northridge,no,9,2025/11/06 16:00:00+00,yes,65,2025/11/06 20:00:00+00,b3d89be4-f6eb-4070-a403-2cc306d30dd8
-118.29731768007,33.8138088723926,3807,Request Completed,12/09/25,Non-Displacement,2025/10/24 20:09:00+00,"23316 Mariposa Ave, Torrance, CA, 90502, USA","23316 Mariposa Ave, several RVs at location but only 3 with debris on the sidewalk. ",2,SPA 8,Unincorporated - West Carson,no,5,2025/12/09 22:35:00+00,yes,20,2025/12/09 20:00:00+00,7d247b2a-d30c-461a-b9e6-7c32f031ee55
-118.219489529825,33.8633846445284,3808,Request Completed,12/09/25,Non-Displacement,2025/10/28 17:21:00+00,"18420 South Laurel Park Road, Compton, CA, 90220",18420 Laurel Park Rd from Victoria St to Rancho Way.,2,SPA 8,Unincorporated - Rancho Dominguez,yes,4,2025/12/09 16:00:00+00,yes,20,2025/12/09 20:00:00+00,760778b5-7f7a-4cf4-afde-efdbfad8c87d
-118.352592903809,33.9399907327522,3809,Request Completed,01/23/26,Non-Displacement,2025/10/28 19:17:00+00,"10600 Hawthorne Boulevard, Inglewood, CA, 90304","10600 Hawthorne Blvd, PEH on 106th St.",2,SPA 8,Unincorporated - Lennox,yes,2,2026/01/23 18:38:00+00,prev_approved_activity_not_required,0,2026/01/23 20:00:00+00,5d780da9-dd47-499b-8651-f551b68a81e9
-118.300064007418,33.9323326529188,3810,Request Completed,01/23/26,Non-Displacement,2025/10/28 20:00:00+00,"11216 South Normandie Avenue, Los Angeles, CA, 90044","11216S Normandie Ave 
PEH between 112th & 113th",2,SPA 8,Unincorporated - Athens-Westmont,yes,2,2026/01/23 18:41:00+00,prev_approved_activity_not_required,0,2026/01/23 20:00:00+00,845ff3f7-2df9-425e-8f46-dd6c20c1918d
-118.509334996661,34.3409909425422,3811,Request Completed,01/23/26,Full Encampment Protocol,2025/10/28 19:53:00+00,"22287 Sierra Hwy Newhall, CA, 91321",Two RV parked on the side of the road Scatter trash everywhere.           ,5,SPA 2,Unincorporated - Angeles National Forest,yes,4,2026/01/23 21:24:00+00,prev_approved_activity_not_required,0,2026/01/23 20:00:00+00,4714124e-5e71-4ce0-a361-1ff4ff443725
-118.308882917411,33.9237635740626,3812,Request Completed,01/23/26,Non-Displacement,2025/10/28 20:17:00+00,"12000 South Western Avenue, Los Angeles, CA, 90047","12000 Western Ave, PEH on 120th side. ",2,SPA 8,Unincorporated - Athens-Westmont,yes,1,2026/01/23 18:46:00+00,prev_approved_activity_not_required,0,2026/01/23 20:00:00+00,15a1279d-0d14-4588-8b09-81a60161cfd9
-118.010955844703,34.0998236265027,3813,Request Completed,11/05/25,Immediate Action,2025/10/28 21:52:00+00,"5401 Peck Road, Arcadia, CA, 91006","*Repeat Maintenance Cleanup* Various Encampments in continuous outreach areas: Peck Park Spreading Grounds, Santa Anita Wash - Live Oak Ave to Peck Park SG. Rio Hondo - 10 Fwy to Peck SG. Arcadia Wash - Lower Azusa. Previously cleaned up on 10/07/2025-10/08/2025.",5,SPA 3,City of Arcadia,yes,4,,yes,46,2025/11/05 20:00:00+00,377363df-0bf0-41dc-8ee4-08a419d2f2f9
-118.073762332644,34.1466004364596,3814,Approved by CEO-HI,,Non-Displacement,2025/10/29 20:28:00+00,"3685 East Colorado Boulevard, Pasadena, CA, 91107",Bus stop on the corner of Colorado bl and Rosemead bl,5,SPA 3,Unincorporated - East Pasadena,yes,2,2026/02/24 16:00:00+00,,,,36758776-be00-48eb-a2fd-6625c196652e
-118.440040451936,34.3170465378182,3815,Request Completed,11/04/25,Immediate Action,2025/10/29 21:07:00+00,"14063 Polk St, Sylmar, CA, 91342","Wilson Canyon Channel, upstream (north) of 210 Polk St. Freeway on-ramp. Encampments are on both banks. ",3,SPA 2,Los Angeles - Sylmar,yes,4,2025/11/04 16:00:00+00,yes,15,2025/11/04 20:00:00+00,77bc2712-08fb-4028-b1dd-7be3e82e2f07
-118.327672585569,33.9007782154751,3816,Request Completed,12/17/25,Immediate Action,2025/10/30 19:50:00+00,"14406 Chadron Avenue, Hawthorne, CA, 90250",Along bike path blocking wheelchair access ramp just west of Rosecrans blvd,2,SPA 8,Unincorporated - El Camino Village,yes,3,,prev_approved_activity_not_required,,2025/12/17 20:00:00+00,e038306d-2379-43cb-bde6-01276974e33c
-117.918916666655,34.106194444441,3817,Request Completed,11/14/25,Immediate Action,2025/10/31 16:56:00+00,"16734 East Arrow Hwy, Covina, CA, 91722","Encampment is located on Little Dalton Wash access road, downstream right bank of Arrow Hwy, and is blocking access and maintenance works.",1,SPA 3,Unincorporated - Covina,yes,1,,yes,2,2025/11/14 20:00:00+00,3c1e8bb2-e0f5-4105-8e8d-7c64c458a394
-117.916999999988,34.1103055555521,3818,Request Completed,11/14/25,Immediate Action,2025/10/31 17:04:00+00,"729 South Lark Ellen Avenue, Azusa, CA, 91702","Encampment is located at Little Dalton Wash access road, upstream left bank of Arrow Hwy, and is blocking access and maintenance works.",1,SPA 3,Unincorporated - Azusa,yes,1,,yes,0,2025/11/14 20:00:00+00,ab91f7dc-729a-402b-8d01-78c8b28bc8fa
-117.975166666653,34.0650555555515,3819,Request Completed,11/14/25,Immediate Action,2025/10/31 17:13:00+00,"1326 Vineland Avenue, Baldwin Park, CA, 91706","Encampment is located on Walnut Creek access road, upstream right bank of Vineland Ave, and is blocking access and maintenance works.",1,SPA 3,City of Baldwin Park,yes,1,,yes,8,2025/11/14 20:00:00+00,1b972b89-b441-4373-8f6f-f941416679f4
-117.98197222221,34.0632222222187,3820,Request Completed,11/14/25,Immediate Action,2025/10/31 17:20:00+00,"1025 North Feather Avenue, La Puente, CA, 91746","Encampment is located on Walnut Creek access road, upstream right bank of Baldwin Park Blvd, and is blocking access and maintenance works.",1,SPA 3,City of Baldwin Park,yes,1,,yes,0,2025/11/14 20:00:00+00,0c94d5a4-a140-48b2-8d07-0b41cd1cecc2
-118.108164734497,33.9019826958524,3821,Approved by CEO-HI,,Full Encampment Protocol,2025/10/31 22:31:00+00,"10600 Rosecrans Avenue, Norwalk, CA",San Gabriel River from Firestone Blvd to 183rd St Invert and ROW.,4,SPA 7,City of Bellflower,no,16,2026/02/25 16:00:00+00,,,,dc0f7a06-1a33-4f56-80f5-bfed6bb35882
-118.073793929124,33.8327155671106,3822,Request Completed,01/07/26,Full Encampment Protocol,2025/10/31 22:43:00+00,"12029 E Carson St, Hawaiian Gardens, CA, 90716, USA",BI 021 @ Carson St W/S ROW in Hawaiian Gardens,4,SPA 7,City of Hawaiian Gardens,yes,3,2026/01/07 16:00:00+00,yes,25,2026/01/07 20:00:00+00,8dbe678d-b3db-4bb8-8e80-2ca14601eb36
-118.367995192115,34.1458403794339,3823,Request Completed,11/06/25,Immediate Action,2025/11/03 15:33:00+00,"4294 Vineland Avenue, North Hollywood, CA, 91602","Tujunga Central Channel, left (east) bank, downstream (south) of Vineland Ave.",5,SPA 2,Los Angeles - Studio City,yes,3,2025/11/05 16:00:00+00,yes,5,2025/11/06 20:00:00+00,9bbc3ab4-f7b7-4757-a3ae-893ffd7d2637
-118.450600592479,34.1580262793339,3824,Request Completed,11/06/25,Immediate Action,2025/11/03 23:16:00+00,"14548 La Maida St, Sherman Oaks, CA, 91403","L.A. River, right bank, downstream of Kester Ave.",3,SPA 2,Los Angeles - Sherman Oaks,yes,4,2025/11/06 16:00:00+00,yes,10,2025/11/06 20:00:00+00,ebaacb57-9815-442b-a17e-25a83d37b3fb
-118.028841302005,34.0393186964367,3825,Request Completed,11/13/25,Immediate Action,2025/11/04 21:21:00+00,"11526 Thienes Avenue, South El Monte, CA, 91733","*Repeat Maintenance Cleanup* San Gabriel River - San Jose Creek Confluence to Valley Blvd. Soft Bottom Invert, outlets, and embankment encampments are at high risk of flooding and are also obstructing vegetation clearing maintenance work. Access road encampments blocking emergency and maintenance vehicular access. Previously cleaned up on 10/14-10/15/25.",1,SPA 3,City of South El Monte,no,10,,yes,74,2025/11/13 20:00:00+00,ce850952-aaca-4df0-8a45-953c77f12e4e
-118.17235900085,33.9421826045196,3826,Request Completed,12/15/25,Full Encampment Protocol,2025/11/05 18:22:00+00,"10001 West Frontage Road, South Gate, CA, 90280","DDI 0023 - LA River - Rio Hondo Channel (East and West Sides)
From Firestone Blvd to Imperial Hwy and to Garfield Ave overcrossing Rio Hondo Channel.",4,SPA 7,City of South Gate,no,12,2025/12/10 20:00:00+00,yes,537,2025/12/15 20:00:00+00,ce852aea-edb4-4ec4-833e-7660f2393e19
-118.185830237424,34.0402778377987,3827,Request Completed,12/02/25,Non-Displacement,2025/11/06 00:37:00+00,"3630 East Cesar E Chavez Avenue, Los Angeles, CA, 90063",3700 E Cesar Chavez Ave cross St Eastman Ave. PEH on Eastman Ave side.,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/12/02 16:00:00+00,yes,10,2025/12/02 20:00:00+00,58768af2-6a9c-4220-863a-2049479c6676
-118.151364293828,34.0302448668543,3828,Request Completed,12/10/25,Non-Displacement,2025/11/06 18:55:00+00,"5300 East Beverly Boulevard, Los Angeles, CA, 90022",Alleyway on Hillview just East of Beverly,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/09 16:00:00+00,yes,5,2025/12/10 20:00:00+00,0f46b26c-236f-4258-ab53-705c906890fc
-118.282294076459,33.9143041056542,3829,Approved by CEO-HI,,Non-Displacement,2025/11/06 20:50:00+00,"416 West 130th St, Los Angeles, CA, 90061",Alley next to 416 w 130th St. ,2,SPA 8,Los Angeles - Harbor Gateway,yes,2,,,,,4f90d7b8-23cc-45af-8258-b1054954d40e
-117.904330637831,33.9930695985829,3830,Request Completed,11/14/25,Immediate Action,2025/10/14 16:20:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 10/29/25.",1,SPA 3,City of Industry,yes,2,,yes,15,2025/11/14 20:00:00+00,480b8749-2830-4d74-8ea8-955d1362b7eb
-118.390288703098,33.9790882300905,3831,Request Completed,12/10/25,Immediate Action,2025/11/07 21:00:00+00,"6001 West Centinela Avenue Los Angeles, CA, 90045","Centinela Ave to Culver Blvd
",2,SPA 5,City of Culver City,no,8,2025/12/10 16:00:00+00,yes,50,2025/12/10 20:00:00+00,f6f73b01-006f-4502-848b-cb04bc406991
-118.564427373629,34.2356165403719,3832,Request Completed,11/21/25,Immediate Action,2025/11/12 17:11:27.620+00,"19801 Nordhoff Place, Chatsworth, CA, 91311","Limekiln Creek, left (east) bank, upstream (north) of Nordhoff Place in front of access gate",3,SPA 2,Los Angeles - Northridge,yes,2,2025/11/21 16:00:00+00,yes,1,2025/11/21 20:00:00+00,0fae5033-06f3-49cd-bdd0-d8d3141a4eea
-118.083527777766,34.1379166666632,3833,Request Completed,11/26/25,Immediate Action,2025/11/13 18:18:00+00,"3217 San Pasqual St, Pasadena, CA, 91107","Encampments are located on Eaton Wash access road, upstream right bank of San Pasqual St, and are blocking access and maintenance works.",5,SPA 3,Unincorporated - East Pasadena,yes,2,,yes,9,2025/11/26 20:00:00+00,b1830332-bf35-44aa-82d7-d0b8dbfcd26c
-118.081027777764,34.1299722222182,3834,Request Completed,11/26/25,Immediate Action,2025/11/13 18:30:00+00,"3425 Huntington Drive, Pasadena, CA, 91107","Encampments are located on Eaton Wash access road, upstream right bank of Huntington Dr, and are obstructing routine maintenance works.",5,SPA 3,Unincorporated - East Pasadena,yes,2,,yes,20,2025/11/26 20:00:00+00,5e27ca31-7da4-478e-84a8-7d0e74bc9d5b
-118.154702641985,34.018970289966,3835,Request Completed,12/09/25,Non-Displacement,2025/11/13 19:08:00+00,"5378 Louis Place, Los Angeles, CA, 90022",Alley behind 5378 Louis Pl,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/09 20:30:00+00,yes,20,2025/12/09 20:00:00+00,574ffb43-fd3d-4ac2-8295-cccfa33dd964
-118.041345076796,33.9007556312734,3836,Request Completed,01/16/26,Immediate Action,2025/11/14 15:50:00+00,"13700 Milroy Place, Santa Fe Springs, CA, 90670","*Repeat Maintenance Cleanup* Coyote Creek & CC - North Fork Channel from Leffingwell Rd. to Carson St.
Last Cleanup: 09/02/25 - 09/04/25; 10/15/25 - 10/20/25",4,SPA 7,City of Santa Fe Springs,no,20,2026/01/13 16:00:00+00,yes,530,2026/01/16 20:00:00+00,455b0f4f-7ad3-40c3-8c35-1c6788a269fc
-118.239917401319,33.9881605888056,3837,Approved by CEO-HI,,Non-Displacement,2025/11/14 18:57:00+00,"1839 East 58th Place, Los Angeles, CA, 90001",1843 E 58th Pl,2,SPA 7,Unincorporated - Florence-Firestone,yes,2,2026/03/03 16:00:00+00,no,,,0bd4ec61-4ecc-4e7d-a745-6a850bc87125
-118.254058701007,33.9607051498525,3839,Request Completed,11/20/25,Non-Displacement,2025/11/14 20:44:00+00,"1157 Firestone Boulevard, Los Angeles, CA","1157 Firestone Blvd, cross st Hooper Av. ",2,SPA 6,Unincorporated - Florence-Firestone,no,10,2025/11/20 23:00:00+00,yes,40,2025/11/20 20:00:00+00,0ea94f14-c3a9-44b6-aea3-aebf9ed98198
-118.25498937553,33.9600928994901,3840,Request Completed,11/17/25,Non-Displacement,2025/11/14 20:56:00+00,"1134 Firestone Boulevard, Los Angeles, CA",1134 Firestone Blvd. Cross st Hooper. ,2,SPA 6,Unincorporated - Florence-Firestone,no,6,2025/11/17 23:15:00+00,yes,40,2025/11/17 20:00:00+00,3adc8ad6-827f-4330-afbf-318bf11d18ef
-118.177855024208,34.0192665858465,3841,Request Completed,12/09/25,Non-Displacement,2025/11/14 21:05:00+00,"4373 Telegraph Road, Los Angeles, CA, 90023",Olympic just west of Telegraph and Telegraph from Downey to Olympic,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/12/09 16:00:00+00,yes,5,2025/12/09 20:00:00+00,ce7cb1f9-885d-4b06-b088-a456bee540df
-118.073229156237,34.1466128668687,3842,Request Completed,02/17/26,Immediate Action,2025/11/15 16:55:00+00,"3701 East Colorado Boulevard, Pasadena, CA, 91107"," 3701 E Colorado Blvd Pasadena, CA  91107 
On the Rosemead ",5,SPA 3,Unincorporated - East Pasadena,yes,1,2026/02/24 16:00:00+00,yes,0,2026/02/17 20:00:00+00,614ee6fd-85a1-43ab-bf10-9d38152cf509
-118.246402981633,33.9293670460175,3843,Approved by CEO-HI,,Non-Displacement,2025/11/04 16:00:00+00,"11519 South Compton Avenue, Los Angeles, CA, 90059",Compton Ave and Imperial Hwy under the 105 Fwy.,2,SPA 6,Unincorporated - Willowbrook,no,5,2026/03/03 16:00:00+00,no,,,02a75cd3-6826-493c-8971-bc27ae21db7e
-118.04283211949,33.9372437959824,3844,Request Completed,12/02/25,Non-Displacement,2025/11/19 14:59:00+00,"13541 Florence Avenue, Whittier, CA, 90605",Alleyway behind 13541 Florence,4,SPA 7,Unincorporated - South Whittier,yes,2,2025/12/02 16:00:00+00,yes,20,2025/12/02 20:00:00+00,7c6bd234-13f8-4f3e-a719-898152ae66fd
-117.917907863763,34.1068951981316,3845,Approved by CEO-HI,,Non-Displacement,2025/11/19 16:38:00+00,"16826 East Arrow Hwy, Covina, CA, 91722","Under the bridge at 16826 East Arrow Hwy
Dalton Wash",1,SPA 3,Unincorporated - Covina,yes,4,2026/02/24 16:00:00+00,,,,1a4862bf-99fd-4a91-bfd0-a65f71474019
-118.362671110423,34.143241135746,3846,Request Completed,11/24/25,Immediate Action,2025/11/19 17:12:00+00,"4071 North Willow Crest Avenue, North Hollywood, CA, 91602","LA River, right (south) bank, upstream (west) of Lankershim Blvd.",5,SPA 2,Los Angeles - North Hollywood,yes,3,2025/11/24 16:00:00+00,yes,5,2025/11/24 20:00:00+00,98ef0a17-d5ee-4f70-9e48-9108ea2361d7
-117.889492107271,33.9889518976551,3847,Request Completed,12/03/25,Non-Displacement,2025/11/19 17:28:00+00,"1565 South Nogales St, Rowland Heights, CA, 91748",West side of Nogales North of Colima,1,SPA 3,Unincorporated - Rowland Heights,yes,2,2025/12/02 16:00:00+00,yes,10,2025/12/03 20:00:00+00,c37472c4-7966-4f80-813c-ae519d3ea9b1
-118.179654451187,34.0165406232988,3848,Request Completed,12/09/25,Non-Displacement,2025/11/19 18:22:00+00,"4311 Union Pacific Avenue, Los Angeles, CA, 90023",Union Pacific from Downey to Sunol,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/09 16:00:00+00,yes,5,2025/12/09 20:00:00+00,5e2866a2-7a91-4b88-bd38-e7221805554d
-118.179404167557,34.017693428351,3849,Request Completed,12/04/25,Non-Displacement,2025/11/19 18:30:00+00,"1239 South Sunol Drive, Los Angeles, CA, 90023",Boswell from Downey to Sunol,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/12/09 16:00:00+00,yes,5,2025/12/04 20:00:00+00,0609cf92-45f9-419a-b017-81ad6b70d5f7
-118.179708197454,34.0199497953283,3850,Request Completed,12/04/25,Non-Displacement,2025/11/19 18:33:00+00,"4311 Telegraph Road, Los Angeles, CA, 90023",Telegraph from Downey to Olympic,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/09 16:00:00+00,prev_approved_activity_not_required,0,2025/12/04 20:00:00+00,5859d8a0-7538-4b14-ad58-36529b7cf54b
-118.176123778796,34.0188582718698,3851,Request Completed,12/09/25,Non-Displacement,2025/11/19 18:38:00+00,"4422 East Olympic Boulevard, Los Angeles, CA, 90023",4444 East Olympic Blvd. Olympic from Telegraph to Eastern,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/12/09 16:00:00+00,yes,10,2025/12/09 20:00:00+00,d31575e2-71e4-4a4c-a1d4-a8209a0cf90e
-118.173249922793,34.0236809989726,3852,Request Completed,12/09/25,Non-Displacement,2025/11/19 18:47:00+00,"4424 Whittier Boulevard, Los Angeles, CA, 90022",Whittier Blvd and 710 FWY Underpass,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/12/09 16:00:00+00,yes,0,2025/12/09 20:00:00+00,c1d82877-8a26-477a-8e39-66631a4a35fa
-118.165213940761,34.021307956455,3853,Request Completed,12/09/25,Non-Displacement,2025/11/19 19:07:00+00,"927 South Fetterly Avenue, Los Angeles, CA, 90022",Parking lot behind 4768 Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/12/09 16:00:00+00,yes,5,2025/12/09 20:00:00+00,097a8852-946c-456b-99b2-4adc3449a867
-118.161855204762,34.0208549069737,3854,Request Completed,12/09/25,Non-Displacement,2025/11/19 19:40:00+00,"910 Fraser Avenue, Los Angeles, CA, 90022",Alleyway near 925 Fraser ave,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/12/09 16:00:00+00,yes,1,2025/12/09 20:00:00+00,0e1d48b8-c17a-42c4-b8e8-0c2930a6b1fa
-118.155267220087,34.0184427704938,3855,Request Completed,12/09/25,Non-Displacement,2025/11/19 19:48:00+00,"5367 Grace Place, Los Angeles, CA, 90022",Grace Pl from Goodrich to Hillview and adjacent alleyway ,1,SPA 7,Unincorporated - East Los Angeles,no,6,2025/12/09 16:00:00+00,yes,20,2025/12/09 20:00:00+00,2ba7cdef-8b61-4ce6-ab32-855680af0cc5
-118.010955844703,34.0998236265027,3856,Request Completed,12/02/25,Immediate Action,2025/11/19 23:20:00+00,"5401 Peck Road, Arcadia, CA, 91006","*Repeat Maintenance Cleanup* Various Encampments in continuous outreach areas: Peck Park Spreading Grounds, Santa Anita Wash - Live Oak Ave to Peck Park SG. Rio Hondo - 10 Fwy to Peck SG. Arcadia Wash - Lower Azusa. Previously cleaned up on 11/04/2025-11/05/2025.",5,SPA 3,City of Arcadia,yes,4,,yes,38,2025/12/02 20:00:00+00,c555774c-4ee2-4263-8708-25399cf3d38a
-118.093727546531,33.7882173523734,3857,Request Completed,12/17/25,Full Encampment Protocol,2025/11/20 00:30:00+00,"7161 East Atherton Drive, Long Beach, CA, 90815","*Repeat Maintenance Cleanup* San Gabriel River from Carson St to Marina Dr. PEH and Encampments have returned to SGR. 
Last cleanup was on 5/1 - 5/2; 6/4 - 6/5; 7/15 - 7/16; 8/19 - 8/20; 9/16 - 9/17; 10/28 - 10/29",4,SPA 8,City of Long Beach,no,10,2025/12/16 16:00:00+00,yes,120,2025/12/17 20:00:00+00,6650bd71-c0ed-4220-87c6-c2c2ef8db7d1
-118.155030598964,34.0246702730944,3858,Request Completed,12/16/25,Non-Displacement,2025/11/20 20:17:00+00,"5230 East 6th St, Los Angeles, CA, 90022",Amalia av at 6th st,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/12/12 23:06:00+00,yes,5,2025/12/16 20:00:00+00,94e28256-17ed-4da0-bb33-27f6aa18084e
-118.156187343282,34.0205266521629,3859,Request Completed,02/19/26,Non-Displacement,2025/11/20 20:32:00+00,"5239 State Route 72, Los Angeles, CA, 90022",Amalia just north of Whittier,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,yes,5,2026/02/19 20:00:00+00,2e0dfc1c-3e94-4dce-af17-be4268a1162a
-118.243583683321,33.9622917166632,3860,Approved by CEO-HI,01/16/26,Non-Displacement,2025/11/21 19:53:00+00,"1675 East 84th St, Los Angeles, CA, 90001",Alley next to 1675 E 84th St. ,2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2026/01/16 22:54:00+00,no,0,2026/01/16 20:00:00+00,6d2762b6-8142-4f5c-891e-2a355c531711
-118.291984549984,33.9390144333287,3861,Request Completed,02/18/26,Non-Displacement,2025/11/21 20:27:00+00,"10641 S Vermont Ave, Los Angeles, CA, 90044, USA","10641 S Vermont Ave, PEH on 107th St. ",2,SPA 8,Unincorporated - Athens-Westmont,yes,4,2026/02/17 16:00:00+00,yes,20,2026/02/18 20:00:00+00,6c3a41bb-685a-448b-a846-42831c4c13ac
-118.292007449986,33.9352760333293,3862,Request Completed,02/18/26,Non-Displacement,2025/11/21 20:58:00+00,"11001 South Vermont Avenue, Los Angeles, CA, 90044",Center median Vermont Ave @ 108th & VermontAve @ 110th. ,2,SPA 8,Unincorporated - Athens-Westmont,no,5,2026/02/17 16:00:00+00,yes,60,2026/02/18 20:00:00+00,c9c8e4f4-87d8-438d-9eea-78a02b530214
-117.904330637825,33.9930695985812,3863,Request Completed,12/12/25,Immediate Action,2025/11/21 21:50:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 11/14/25.",1,SPA 3,City of Industry,yes,2,,yes,15,2025/12/12 20:00:00+00,6efe97bc-8b8a-461a-832a-d66c791a0843
-117.92847222221,34.0680555555521,3864,Request Completed,,Immediate Action,2025/11/21 21:56:00+00,"909 West Blue Ash Road, West Covina, CA, 91790","Encampment is located on Walnut Creek Channel access road, downstream right bank of Vincent Ave, and is blocking access and maintenance works.",1,SPA 3,City of West Covina,yes,1,,yes,0,2025/12/12 20:00:00+00,eded3ea8-a8bc-45db-80a3-32cbc78ff29f
-118.459199038301,34.2288434504007,3865,Request Completed,12/03/25,Immediate Action,2025/11/24 22:58:00+00,"14945 Parthenia St, Panorama City, CA, 91402","Pacoima Wash, right (west) bank, upstream (north) of Parthenia St. ",3,SPA 2,Los Angeles - North Hills,yes,3,2025/12/03 16:00:00+00,yes,10,2025/12/03 20:00:00+00,f09d5a69-6ca3-4b95-b270-5bda9002cde2
-118.596513418075,34.2460189891462,3866,Request Completed,12/02/25,Full Encampment Protocol,2025/11/25 07:11:00+00,"21344 Superior St, Chatsworth, CA, 91311",Browns Creek—L/B downstream of Lassen ,3,SPA 2,Los Angeles - Chatsworth,no,6,2025/12/02 16:00:00+00,yes,12,2025/12/02 20:00:00+00,5194b5f9-d3ce-49a7-ab28-85ed6fd6a863
-118.502887514183,34.2227729517721,3867,Request Completed,12/11/25,Immediate Action,2025/11/25 07:36:00+00,"8351 Balboa Boulevard, Northridge, CA, 91325",Project 5226–R/B downstream of Balboa and Bull Creek— L/B downstream of Parthenia ,3,SPA 2,Los Angeles - Northridge,yes,3,2025/12/11 16:00:00+00,yes,11,2025/12/11 20:00:00+00,fb3bbb0d-6a50-49a9-bd5a-c978da78bba1
-118.439567097657,34.3169686683971,3868,Request Completed,12/02/25,Immediate Action,2025/11/25 20:49:00+00,"14063 Polk St, Sylmar, CA, 91342","Wilson Canyon Channel, upstream (north) of WB 210 Freeway Polk St on-ramp. Encampments are on both banks.",3,SPA 2,Los Angeles - Sylmar,yes,4,2025/12/02 16:00:00+00,yes,15,2025/12/02 20:00:00+00,c9f373e8-6484-4962-bc25-0c489c93641a
-118.188858545475,33.8810623164303,3869,Approved by CEO-HI,,Full Encampment Protocol,2025/11/25 22:31:00+00,"6947 Atlantic Avenue, Long Beach, CA",Inside LA River from Greenleaf to Ocean on both right and left banks. ,4,SPA 8,City of Long Beach,no,30,2026/03/31 15:00:00+00,,,,0959dc83-23fd-437b-a26e-e6cc3befab3a
-118.39142411768,34.1496375294244,3870,Request Completed,12/02/25,Immediate Action,2025/11/25 22:37:00+00,"11856 Moorpark St, Studio City, CA, 91604","Tujunga Wash, left bank, downstream of Moorpark St. ",5,SPA 2,Los Angeles - Studio City,yes,2,2025/12/02 16:00:00+00,yes,5,2025/12/02 20:00:00+00,29eb00e3-9e83-4a1d-b5ac-38d692f0d4ad
-118.205426010832,33.7902194815329,3871,Request Completed,12/02/25,Immediate Action,2025/11/26 21:47:00+00,"1098 State Route 1 Long Beach, CA, 90806",On right of way of LA River. Both right and left banks north and south of PCH. ,4,SPA 8,City of Long Beach,no,20,2025/12/02 16:00:00+00,yes,52,2025/12/02 20:00:00+00,02df713d-bd23-4fa5-824f-ed345ba7ce72
-118.290723712974,33.8730633521057,3872,Approved by CEO-HI,,Full Encampment Protocol,2025/12/01 18:48:00+00,North east corner of Vermont Ave and Artesia Blvd ,North east corner of Vermont Ave and Artesia Blvd 50’inside north of bridge in the soft bottom of Project #74,2,SPA 8,Los Angeles - Harbor Gateway,yes,4,,,,,379a22fd-71d7-430c-b281-18318a140cb7
-117.881827419627,34.1159530172017,3873,Request Completed,12/12/25,Immediate Action,2025/12/02 20:43:00+00,"5541 North Barranca Avenue, Covina, CA, 91722","Encampment is located at Big Dalton Wash access gate, downstream right bank of Barranca Ave, and is blocking access.",1,SPA 3,Unincorporated - Azusa,yes,1,,yes,3,2025/12/12 20:00:00+00,eb90a85d-842e-457c-817e-9efdd261628e
-117.903194444431,34.108111111107,3874,Request Completed,12/12/25,Immediate Action,2025/12/02 21:06:00+00,"17728 Woodcroft St, Azusa, CA, 91702","Encampment is located along Big Dalton Wash Bikeway, downstream of Cerritos Ave, and is obstructing the bike path.",1,SPA 3,Unincorporated - Azusa,yes,2,,yes,2,2025/12/12 20:00:00+00,879eb7d9-9cad-41b7-8066-da56b18f643a
